Level,X,Y,height
0, 136, 30, 18
0, 137, 30, 18
0, 138, 30, 18
0, 139, 30, 18
0, 140, 30, 18
0, 141, 30, 18
0, 142, 30, 18
0, 143, 30, 18
0, 128, 31, 18
0, 129, 31, 18
0, 130, 31, 18
0, 131, 31, 18
0, 132, 31, 18
0, 133, 31, 18
0, 134, 31, 18
0, 135, 31, 18
0, 136, 31, 18
0, 137, 31, 18
0, 138, 31, 18
0, 139, 31, 18
0, 140, 31, 18
0, 141, 31, 18
0, 142, 31, 18
0, 143, 31, 18
0, 160, 16, 16
0, 161, 16, 31
0, 162, 16, 31
0, 163, 16, 31
0, 164, 16, 31
0, 165, 16, 16
0, 166, 16, 16
0, 167, 16, 16
0, 168, 16, 16
0, 169, 16, 16
0, 170, 16, 16
0, 171, 16, 16
0, 172, 16, 16
0, 173, 16, 16
0, 174, 16, 16
0, 175, 16, 16
0, 160, 17, 16
0, 161, 17, 31
0, 162, 17, 31
0, 163, 17, 31
0, 164, 17, 31
0, 165, 17, 16
0, 166, 17, 16
0, 167, 17, 16
0, 168, 17, 16
0, 169, 17, 16
0, 170, 17, 16
0, 171, 17, 16
0, 172, 17, 16
0, 173, 17, 16
0, 174, 17, 16
0, 175, 17, 16
0, 160, 18, 16
0, 161, 18, 31
0, 162, 18, 31
0, 163, 18, 31
0, 164, 18, 31
0, 165, 18, 16
0, 166, 18, 16
0, 167, 18, 16
0, 168, 18, 16
0, 169, 18, 16
0, 170, 18, 16
0, 171, 18, 16
0, 172, 18, 16
0, 173, 18, 16
0, 174, 18, 16
0, 175, 18, 16
0, 160, 19, 16
0, 161, 19, 31
0, 162, 19, 31
0, 163, 19, 31
0, 164, 19, 31
0, 165, 19, 16
0, 166, 19, 16
0, 167, 19, 16
0, 168, 19, 16
0, 169, 19, 16
0, 170, 19, 16
0, 171, 19, 16
0, 172, 19, 16
0, 173, 19, 16
0, 174, 19, 16
0, 175, 19, 16
0, 160, 20, 16
0, 161, 20, 31
0, 162, 20, 18
0, 163, 20, 18
0, 164, 20, 18
0, 165, 20, 18
0, 166, 20, 18
0, 167, 20, 18
0, 168, 20, 18
0, 169, 20, 18
0, 170, 20, 18
0, 171, 20, 18
0, 172, 20, 16
0, 173, 20, 16
0, 174, 20, 16
0, 175, 20, 16
0, 160, 21, 16
0, 161, 21, 31
0, 162, 21, 18
0, 163, 21, 18
0, 164, 21, 18
0, 165, 21, 18
0, 166, 21, 18
0, 167, 21, 18
0, 168, 21, 18
0, 169, 21, 18
0, 170, 21, 18
0, 171, 21, 18
0, 172, 21, 16
0, 173, 21, 16
0, 174, 21, 16
0, 175, 21, 16
0, 160, 22, 16
0, 161, 22, 31
0, 162, 22, 20
0, 163, 22, 20
0, 164, 22, 20
0, 165, 22, 20
0, 166, 22, 18
0, 167, 22, 18
0, 168, 22, 18
0, 169, 22, 18
0, 170, 22, 18
0, 171, 22, 18
0, 172, 22, 16
0, 173, 22, 16
0, 174, 22, 16
0, 175, 22, 16
0, 160, 23, 16
0, 161, 23, 31
0, 162, 23, 20
0, 163, 23, 20
0, 164, 23, 20
0, 165, 23, 20
0, 166, 23, 18
0, 167, 23, 18
0, 168, 23, 18
0, 169, 23, 18
0, 170, 23, 18
0, 171, 23, 18
0, 172, 23, 16
0, 173, 23, 16
0, 174, 23, 16
0, 175, 23, 16
0, 160, 24, 16
0, 161, 24, 31
0, 162, 24, 18
0, 163, 24, 18
0, 164, 24, 18
0, 165, 24, 18
0, 166, 24, 18
0, 167, 24, 18
0, 168, 24, 18
0, 169, 24, 18
0, 170, 24, 18
0, 171, 24, 18
0, 172, 24, 16
0, 173, 24, 16
0, 174, 24, 16
0, 175, 24, 16
0, 160, 25, 16
0, 161, 25, 31
0, 162, 25, 18
0, 163, 25, 18
0, 164, 25, 18
0, 165, 25, 18
0, 166, 25, 18
0, 167, 25, 18
0, 168, 25, 18
0, 169, 25, 18
0, 170, 25, 18
0, 171, 25, 18
0, 172, 25, 16
0, 173, 25, 16
0, 174, 25, 16
0, 175, 25, 16
0, 160, 26, 16
0, 161, 26, 31
0, 162, 26, 20
0, 163, 26, 20
0, 164, 26, 20
0, 165, 26, 20
0, 166, 26, 18
0, 167, 26, 18
0, 168, 26, 18
0, 169, 26, 18
0, 170, 26, 18
0, 171, 26, 18
0, 172, 26, 17
0, 173, 26, 17
0, 174, 26, 16
0, 175, 26, 16
0, 160, 27, 16
0, 161, 27, 31
0, 162, 27, 20
0, 163, 27, 20
0, 164, 27, 20
0, 165, 27, 20
0, 166, 27, 18
0, 167, 27, 18
0, 168, 27, 18
0, 169, 27, 18
0, 170, 27, 18
0, 171, 27, 18
0, 172, 27, 18
0, 173, 27, 18
0, 174, 27, 16
0, 175, 27, 16
0, 160, 28, 16
0, 161, 28, 31
0, 162, 28, 18
0, 163, 28, 18
0, 164, 28, 18
0, 165, 28, 18
0, 166, 28, 18
0, 167, 28, 18
0, 168, 28, 18
0, 169, 28, 18
0, 170, 28, 18
0, 171, 28, 18
0, 172, 28, 18
0, 173, 28, 18
0, 174, 28, 16
0, 175, 28, 16
0, 160, 29, 16
0, 161, 29, 31
0, 162, 29, 18
0, 163, 29, 18
0, 164, 29, 18
0, 165, 29, 18
0, 166, 29, 18
0, 167, 29, 18
0, 168, 29, 18
0, 169, 29, 18
0, 170, 29, 18
0, 171, 29, 18
0, 172, 29, 18
0, 173, 29, 18
0, 174, 29, 16
0, 175, 29, 16
0, 160, 30, 16
0, 161, 30, 31
0, 162, 30, 31
0, 163, 30, 31
0, 164, 30, 31
0, 165, 30, 31
0, 166, 30, 31
0, 167, 30, 31
0, 168, 30, 18
0, 169, 30, 18
0, 170, 30, 18
0, 171, 30, 31
0, 172, 30, 31
0, 173, 30, 31
0, 174, 30, 31
0, 175, 30, 31
0, 160, 31, 16
0, 161, 31, 31
0, 162, 31, 31
0, 163, 31, 31
0, 164, 31, 31
0, 165, 31, 31
0, 166, 31, 31
0, 167, 31, 31
0, 168, 31, 18
0, 169, 31, 18
0, 170, 31, 18
0, 171, 31, 31
0, 172, 31, 31
0, 173, 31, 31
0, 174, 31, 31
0, 175, 31, 31
0, 16, 32, 26
0, 17, 32, 26
0, 18, 32, 24
0, 19, 32, 24
0, 20, 32, 24
0, 21, 32, 24
0, 22, 32, 31
0, 23, 32, 26
0, 24, 32, 26
0, 25, 32, 26
0, 26, 32, 26
0, 27, 32, 26
0, 28, 32, 26
0, 29, 32, 26
0, 30, 32, 31
0, 31, 32, 31
0, 16, 33, 26
0, 17, 33, 26
0, 18, 33, 24
0, 19, 33, 24
0, 20, 33, 24
0, 21, 33, 24
0, 22, 33, 31
0, 23, 33, 26
0, 24, 33, 26
0, 25, 33, 26
0, 26, 33, 26
0, 27, 33, 26
0, 28, 33, 26
0, 29, 33, 26
0, 30, 33, 31
0, 31, 33, 31
0, 16, 34, 16
0, 17, 34, 16
0, 18, 34, 24
0, 19, 34, 24
0, 20, 34, 25
0, 21, 34, 25
0, 22, 34, 31
0, 23, 34, 30
0, 24, 34, 30
0, 25, 34, 30
0, 26, 34, 16
0, 27, 34, 16
0, 28, 34, 16
0, 29, 34, 16
0, 30, 34, 31
0, 31, 34, 31
0, 16, 35, 16
0, 17, 35, 16
0, 18, 35, 23
0, 19, 35, 23
0, 20, 35, 26
0, 21, 35, 26
0, 22, 35, 31
0, 23, 35, 29
0, 24, 35, 29
0, 25, 35, 29
0, 26, 35, 16
0, 27, 35, 16
0, 28, 35, 16
0, 29, 35, 16
0, 30, 35, 31
0, 31, 35, 31
0, 16, 36, 16
0, 17, 36, 16
0, 18, 36, 22
0, 19, 36, 22
0, 20, 36, 27
0, 21, 36, 27
0, 22, 36, 31
0, 23, 36, 28
0, 24, 36, 28
0, 25, 36, 28
0, 26, 36, 31
0, 27, 36, 31
0, 28, 36, 31
0, 29, 36, 31
0, 30, 36, 31
0, 31, 36, 31
0, 16, 37, 16
0, 17, 37, 16
0, 18, 37, 21
0, 19, 37, 21
0, 20, 37, 28
0, 21, 37, 28
0, 22, 37, 31
0, 23, 37, 28
0, 24, 37, 28
0, 25, 37, 28
0, 26, 37, 31
0, 27, 37, 31
0, 28, 37, 31
0, 29, 37, 31
0, 30, 37, 31
0, 31, 37, 31
0, 16, 38, 16
0, 17, 38, 16
0, 18, 38, 20
0, 19, 38, 20
0, 20, 38, 28
0, 21, 38, 28
0, 22, 38, 28
0, 23, 38, 28
0, 24, 38, 28
0, 25, 38, 28
0, 26, 38, 28
0, 27, 38, 28
0, 28, 38, 28
0, 29, 38, 28
0, 30, 38, 31
0, 31, 38, 31
0, 16, 39, 16
0, 17, 39, 16
0, 18, 39, 19
0, 19, 39, 19
0, 20, 39, 28
0, 21, 39, 28
0, 22, 39, 28
0, 23, 39, 28
0, 24, 39, 28
0, 25, 39, 28
0, 26, 39, 28
0, 27, 39, 28
0, 28, 39, 28
0, 29, 39, 28
0, 30, 39, 31
0, 31, 39, 31
0, 16, 40, 16
0, 17, 40, 16
0, 18, 40, 18
0, 19, 40, 18
0, 20, 40, 28
0, 21, 40, 28
0, 22, 40, 28
0, 23, 40, 28
0, 24, 40, 28
0, 25, 40, 28
0, 26, 40, 16
0, 27, 40, 16
0, 28, 40, 16
0, 29, 40, 16
0, 30, 40, 31
0, 31, 40, 31
0, 16, 41, 16
0, 17, 41, 16
0, 18, 41, 17
0, 19, 41, 17
0, 20, 41, 28
0, 21, 41, 28
0, 22, 41, 28
0, 23, 41, 28
0, 24, 41, 28
0, 25, 41, 28
0, 26, 41, 16
0, 27, 41, 16
0, 28, 41, 16
0, 29, 41, 16
0, 30, 41, 31
0, 31, 41, 31
0, 16, 42, 16
0, 17, 42, 16
0, 18, 42, 16
0, 19, 42, 16
0, 20, 42, 16
0, 21, 42, 16
0, 22, 42, 16
0, 23, 42, 16
0, 24, 42, 16
0, 25, 42, 16
0, 26, 42, 16
0, 27, 42, 16
0, 28, 42, 16
0, 29, 42, 16
0, 30, 42, 16
0, 31, 42, 16
0, 16, 43, 16
0, 17, 43, 16
0, 18, 43, 16
0, 19, 43, 16
0, 20, 43, 16
0, 21, 43, 16
0, 22, 43, 16
0, 23, 43, 16
0, 24, 43, 16
0, 25, 43, 16
0, 26, 43, 16
0, 27, 43, 16
0, 28, 43, 16
0, 29, 43, 16
0, 30, 43, 16
0, 31, 43, 16
0, 16, 44, 16
0, 17, 44, 16
0, 18, 44, 16
0, 19, 44, 16
0, 20, 44, 16
0, 21, 44, 16
0, 22, 44, 16
0, 23, 44, 16
0, 24, 44, 16
0, 25, 44, 16
0, 26, 44, 16
0, 27, 44, 16
0, 28, 44, 16
0, 29, 44, 16
0, 30, 44, 16
0, 31, 44, 16
0, 16, 45, 16
0, 17, 45, 16
0, 18, 45, 16
0, 19, 45, 16
0, 20, 45, 16
0, 21, 45, 16
0, 22, 45, 16
0, 23, 45, 16
0, 24, 45, 16
0, 25, 45, 16
0, 26, 45, 16
0, 27, 45, 16
0, 28, 45, 16
0, 29, 45, 16
0, 30, 45, 31
0, 31, 45, 31
0, 16, 46, 26
0, 17, 46, 26
0, 18, 46, 26
0, 19, 46, 26
0, 20, 46, 26
0, 21, 46, 26
0, 22, 46, 26
0, 23, 46, 26
0, 24, 46, 26
0, 25, 46, 26
0, 26, 46, 26
0, 27, 46, 26
0, 28, 46, 26
0, 29, 46, 26
0, 30, 46, 31
0, 31, 46, 31
0, 16, 47, 26
0, 17, 47, 26
0, 18, 47, 26
0, 19, 47, 26
0, 20, 47, 26
0, 21, 47, 26
0, 22, 47, 26
0, 23, 47, 26
0, 24, 47, 26
0, 25, 47, 26
0, 26, 47, 26
0, 27, 47, 26
0, 28, 47, 26
0, 29, 47, 26
0, 30, 47, 31
0, 31, 47, 31
0, 32, 32, 20
0, 33, 32, 20
0, 34, 32, 20
0, 35, 32, 20
0, 36, 32, 20
0, 37, 32, 20
0, 38, 32, 20
0, 39, 32, 20
0, 40, 32, 31
0, 41, 32, 31
0, 42, 32, 26
0, 43, 32, 26
0, 44, 32, 26
0, 45, 32, 26
0, 46, 32, 26
0, 47, 32, 26
0, 32, 33, 20
0, 33, 33, 20
0, 34, 33, 20
0, 35, 33, 20
0, 36, 33, 20
0, 37, 33, 20
0, 38, 33, 20
0, 39, 33, 20
0, 40, 33, 31
0, 41, 33, 31
0, 42, 33, 26
0, 43, 33, 26
0, 44, 33, 26
0, 45, 33, 26
0, 46, 33, 26
0, 47, 33, 26
0, 32, 34, 20
0, 33, 34, 20
0, 34, 34, 20
0, 35, 34, 20
0, 36, 34, 20
0, 37, 34, 20
0, 38, 34, 20
0, 39, 34, 20
0, 40, 34, 31
0, 41, 34, 31
0, 42, 34, 16
0, 43, 34, 16
0, 44, 34, 31
0, 45, 34, 31
0, 46, 34, 16
0, 47, 34, 16
0, 32, 35, 20
0, 33, 35, 20
0, 34, 35, 20
0, 35, 35, 20
0, 36, 35, 20
0, 37, 35, 20
0, 38, 35, 20
0, 39, 35, 20
0, 40, 35, 31
0, 41, 35, 31
0, 42, 35, 16
0, 43, 35, 16
0, 44, 35, 31
0, 45, 35, 31
0, 46, 35, 16
0, 47, 35, 16
0, 32, 36, 20
0, 33, 36, 20
0, 34, 36, 16
0, 35, 36, 16
0, 36, 36, 16
0, 37, 36, 16
0, 38, 36, 16
0, 39, 36, 16
0, 40, 36, 16
0, 41, 36, 16
0, 42, 36, 16
0, 43, 36, 16
0, 44, 36, 16
0, 45, 36, 16
0, 46, 36, 16
0, 47, 36, 16
0, 32, 37, 19
0, 33, 37, 19
0, 34, 37, 16
0, 35, 37, 16
0, 36, 37, 16
0, 37, 37, 16
0, 38, 37, 16
0, 39, 37, 16
0, 40, 37, 16
0, 41, 37, 16
0, 42, 37, 16
0, 43, 37, 16
0, 44, 37, 16
0, 45, 37, 16
0, 46, 37, 16
0, 47, 37, 16
0, 32, 38, 18
0, 33, 38, 18
0, 34, 38, 16
0, 35, 38, 16
0, 36, 38, 16
0, 37, 38, 16
0, 38, 38, 16
0, 39, 38, 16
0, 40, 38, 16
0, 41, 38, 16
0, 42, 38, 16
0, 43, 38, 16
0, 44, 38, 16
0, 45, 38, 16
0, 46, 38, 16
0, 47, 38, 16
0, 32, 39, 17
0, 33, 39, 17
0, 34, 39, 16
0, 35, 39, 16
0, 36, 39, 16
0, 37, 39, 16
0, 38, 39, 16
0, 39, 39, 16
0, 40, 39, 16
0, 41, 39, 16
0, 42, 39, 16
0, 43, 39, 16
0, 44, 39, 16
0, 45, 39, 16
0, 46, 39, 16
0, 47, 39, 16
0, 32, 40, 16
0, 33, 40, 16
0, 34, 40, 16
0, 35, 40, 16
0, 36, 40, 16
0, 37, 40, 16
0, 38, 40, 16
0, 39, 40, 16
0, 40, 40, 16
0, 41, 40, 16
0, 42, 40, 16
0, 43, 40, 16
0, 44, 40, 16
0, 45, 40, 16
0, 46, 40, 16
0, 47, 40, 16
0, 32, 41, 16
0, 33, 41, 16
0, 34, 41, 16
0, 35, 41, 16
0, 36, 41, 16
0, 37, 41, 16
0, 38, 41, 16
0, 39, 41, 16
0, 40, 41, 16
0, 41, 41, 16
0, 42, 41, 16
0, 43, 41, 16
0, 44, 41, 16
0, 45, 41, 16
0, 46, 41, 16
0, 47, 41, 16
0, 32, 42, 16
0, 33, 42, 16
0, 34, 42, 16
0, 35, 42, 16
0, 36, 42, 16
0, 37, 42, 16
0, 38, 42, 16
0, 39, 42, 16
0, 40, 42, 16
0, 41, 42, 16
0, 42, 42, 16
0, 43, 42, 16
0, 44, 42, 16
0, 45, 42, 16
0, 46, 42, 16
0, 47, 42, 16
0, 32, 43, 16
0, 33, 43, 16
0, 34, 43, 16
0, 35, 43, 16
0, 36, 43, 16
0, 37, 43, 16
0, 38, 43, 16
0, 39, 43, 16
0, 40, 43, 16
0, 41, 43, 16
0, 42, 43, 16
0, 43, 43, 16
0, 44, 43, 16
0, 45, 43, 16
0, 46, 43, 16
0, 47, 43, 16
0, 32, 44, 16
0, 33, 44, 16
0, 34, 44, 16
0, 35, 44, 16
0, 36, 44, 16
0, 37, 44, 16
0, 38, 44, 16
0, 39, 44, 16
0, 40, 44, 16
0, 41, 44, 16
0, 42, 44, 16
0, 43, 44, 16
0, 44, 44, 16
0, 45, 44, 16
0, 46, 44, 16
0, 47, 44, 16
0, 32, 45, 16
0, 33, 45, 16
0, 34, 45, 16
0, 35, 45, 16
0, 36, 45, 16
0, 37, 45, 16
0, 38, 45, 16
0, 39, 45, 16
0, 40, 45, 16
0, 41, 45, 16
0, 42, 45, 16
0, 43, 45, 16
0, 44, 45, 16
0, 45, 45, 16
0, 46, 45, 16
0, 47, 45, 16
0, 32, 46, 26
0, 33, 46, 26
0, 34, 46, 16
0, 35, 46, 16
0, 36, 46, 16
0, 37, 46, 16
0, 38, 46, 16
0, 39, 46, 16
0, 40, 46, 16
0, 41, 46, 16
0, 42, 46, 26
0, 43, 46, 26
0, 44, 46, 26
0, 45, 46, 26
0, 46, 46, 26
0, 47, 46, 26
0, 32, 47, 26
0, 33, 47, 26
0, 34, 47, 16
0, 35, 47, 16
0, 36, 47, 16
0, 37, 47, 16
0, 38, 47, 16
0, 39, 47, 16
0, 40, 47, 16
0, 41, 47, 16
0, 42, 47, 26
0, 43, 47, 26
0, 44, 47, 26
0, 45, 47, 26
0, 46, 47, 26
0, 47, 47, 26
0, 64, 32, 18
0, 65, 32, 18
0, 66, 32, 18
0, 67, 32, 18
0, 68, 32, 18
0, 69, 32, 17
0, 70, 32, 16
0, 71, 32, 16
0, 72, 32, 16
0, 73, 32, 16
0, 74, 32, 16
0, 75, 32, 16
0, 76, 32, 31
0, 77, 32, 31
0, 78, 32, 16
0, 79, 32, 16
0, 64, 33, 18
0, 65, 33, 18
0, 66, 33, 18
0, 67, 33, 18
0, 68, 33, 18
0, 69, 33, 17
0, 70, 33, 16
0, 71, 33, 16
0, 72, 33, 16
0, 73, 33, 16
0, 74, 33, 16
0, 75, 33, 16
0, 76, 33, 31
0, 77, 33, 31
0, 78, 33, 16
0, 79, 33, 16
0, 64, 34, 18
0, 65, 34, 18
0, 66, 34, 18
0, 67, 34, 18
0, 68, 34, 18
0, 69, 34, 17
0, 70, 34, 16
0, 71, 34, 16
0, 72, 34, 16
0, 73, 34, 16
0, 74, 34, 16
0, 75, 34, 16
0, 76, 34, 16
0, 77, 34, 16
0, 78, 34, 16
0, 79, 34, 16
0, 64, 35, 18
0, 65, 35, 18
0, 66, 35, 18
0, 67, 35, 18
0, 68, 35, 18
0, 69, 35, 17
0, 70, 35, 16
0, 71, 35, 16
0, 72, 35, 16
0, 73, 35, 16
0, 74, 35, 16
0, 75, 35, 16
0, 76, 35, 16
0, 77, 35, 16
0, 78, 35, 16
0, 79, 35, 16
0, 64, 36, 18
0, 65, 36, 18
0, 66, 36, 18
0, 67, 36, 18
0, 68, 36, 18
0, 69, 36, 17
0, 70, 36, 16
0, 71, 36, 16
0, 72, 36, 16
0, 73, 36, 16
0, 74, 36, 16
0, 75, 36, 16
0, 76, 36, 16
0, 77, 36, 16
0, 78, 36, 16
0, 79, 36, 16
0, 64, 37, 18
0, 65, 37, 18
0, 66, 37, 18
0, 67, 37, 18
0, 68, 37, 18
0, 69, 37, 16
0, 70, 37, 16
0, 71, 37, 17
0, 72, 37, 17
0, 73, 37, 17
0, 74, 37, 17
0, 75, 37, 31
0, 76, 37, 31
0, 77, 37, 31
0, 78, 37, 16
0, 79, 37, 16
0, 64, 38, 18
0, 65, 38, 18
0, 66, 38, 18
0, 67, 38, 18
0, 68, 38, 18
0, 69, 38, 16
0, 70, 38, 16
0, 71, 38, 18
0, 72, 38, 18
0, 73, 38, 18
0, 74, 38, 18
0, 75, 38, 31
0, 76, 38, 31
0, 77, 38, 31
0, 78, 38, 16
0, 79, 38, 16
0, 64, 39, 18
0, 65, 39, 18
0, 66, 39, 18
0, 67, 39, 18
0, 68, 39, 18
0, 69, 39, 16
0, 70, 39, 16
0, 71, 39, 19
0, 72, 39, 19
0, 73, 39, 19
0, 74, 39, 19
0, 75, 39, 31
0, 76, 39, 31
0, 77, 39, 31
0, 78, 39, 16
0, 79, 39, 16
0, 64, 40, 18
0, 65, 40, 18
0, 66, 40, 18
0, 67, 40, 18
0, 68, 40, 18
0, 69, 40, 16
0, 70, 40, 16
0, 71, 40, 20
0, 72, 40, 20
0, 73, 40, 20
0, 74, 40, 20
0, 75, 40, 31
0, 76, 40, 31
0, 77, 40, 31
0, 78, 40, 16
0, 79, 40, 16
0, 64, 41, 18
0, 65, 41, 18
0, 66, 41, 18
0, 67, 41, 18
0, 68, 41, 18
0, 69, 41, 16
0, 70, 41, 16
0, 71, 41, 21
0, 72, 41, 21
0, 73, 41, 21
0, 74, 41, 21
0, 75, 41, 31
0, 76, 41, 31
0, 77, 41, 31
0, 78, 41, 16
0, 79, 41, 16
0, 64, 42, 18
0, 65, 42, 18
0, 66, 42, 18
0, 67, 42, 18
0, 68, 42, 18
0, 69, 42, 16
0, 70, 42, 16
0, 71, 42, 22
0, 72, 42, 22
0, 73, 42, 22
0, 74, 42, 22
0, 75, 42, 31
0, 76, 42, 31
0, 77, 42, 31
0, 78, 42, 16
0, 79, 42, 16
0, 64, 43, 18
0, 65, 43, 18
0, 66, 43, 18
0, 67, 43, 18
0, 68, 43, 18
0, 69, 43, 22
0, 70, 43, 22
0, 71, 43, 22
0, 72, 43, 22
0, 73, 43, 22
0, 74, 43, 22
0, 75, 43, 22
0, 76, 43, 22
0, 77, 43, 22
0, 78, 43, 22
0, 79, 43, 16
0, 64, 44, 18
0, 65, 44, 18
0, 66, 44, 18
0, 67, 44, 18
0, 68, 44, 18
0, 69, 44, 22
0, 70, 44, 22
0, 71, 44, 22
0, 72, 44, 22
0, 73, 44, 22
0, 74, 44, 22
0, 75, 44, 22
0, 76, 44, 22
0, 77, 44, 22
0, 78, 44, 22
0, 79, 44, 16
0, 64, 45, 18
0, 65, 45, 18
0, 66, 45, 18
0, 67, 45, 18
0, 68, 45, 18
0, 69, 45, 22
0, 70, 45, 22
0, 71, 45, 22
0, 72, 45, 22
0, 73, 45, 22
0, 74, 45, 22
0, 75, 45, 22
0, 76, 45, 22
0, 77, 45, 22
0, 78, 45, 22
0, 79, 45, 16
0, 64, 46, 18
0, 65, 46, 18
0, 66, 46, 18
0, 67, 46, 18
0, 68, 46, 18
0, 69, 46, 22
0, 70, 46, 22
0, 71, 46, 22
0, 72, 46, 22
0, 73, 46, 22
0, 74, 46, 22
0, 75, 46, 22
0, 76, 46, 22
0, 77, 46, 22
0, 78, 46, 22
0, 79, 46, 16
0, 64, 47, 18
0, 65, 47, 18
0, 66, 47, 18
0, 67, 47, 18
0, 68, 47, 18
0, 69, 47, 16
0, 70, 47, 16
